#name	lat	lon	country	population
Benguela	-12.57674	13.40268	AO	555124
Beni	0.49113	29.47306	CD	140731
Beni Mellal	32.33725	-6.34983	MA	210397
Benin City	6.33815	5.62575	NG	1782000
Benito Juarez	19.3984	-99.15766	MX	355017
Benito Juárez	19.3727	-99.1564	MX	385439
Benoni	-26.18848	28.32078	ZA	605344
Bento Gonçalves	-29.17139	-51.51917	BR	123151
Benxi	41.28861	123.765	CN	987717
Beppu	33.27945	131.49751	JP	122643
Berazategui	-34.76531	-58.21278	AR	180523
Berbera	10.43959	45.01432	SO	242344
Berbérati	4.26116	15.79216	CF	103713
Bercham	4.6411	101.1393	MY	150000
Berdyansk	46.75578	36.78815	UA	106311
Berezniki	59.4091	56.8204	RU	167748
Bergamo	45.69601	9.66721	IT	121200
Bergedorf	53.48462	10.22904	DE	119665
Bergen	60.39299	5.32415	NO	294029
Bergisch Gladbach	50.9856	7.13298	DE	106184
Berkane	34.92	-2.32	MA	119284
Berkeley	37.87159	-122.27275	US	120972
Berlin	52.52437	13.41053	DE	3426354
Bern	46.94809	7.44744	CH	121631
Berrechid	33.26553	-7.58754	MA	149201
Bertoua	4.57728	13.68459	CM	137993
Besançon	47.24878	6.01815	FR	128426
Bet Shemesh	31.73072	34.99293	IL	124957
Betim	-19.96778	-44.19833	BR	384000
Bettiah	26.80229	84.50311	IN	132209
Betūl	21.90056	77.90229	IN	103330
Bexley	51.44162	0.14866	GB	228000
Beylikdüzü	40.982	28.6399	TR	415290
Beāwar	26.10119	74.32028	IN	151152
Bhadrak	21.05447	86.5156	IN	121338
Bhadreswar	22.82449	88.33841	IN	121662
Bhadrāvati	13.84846	75.70502	IN	163903
Bhairab Bāzār	24.0524	90.9764	BD	105457
Bhakkar	31.62685	71.06471	PK	131658
Bharatpur	27.21731	77.49009	IN	252838
Bharatpur	27.68027	84.43647	NP	369377
Bharūch	21.69482	72.9805	IN	169007
Bhatara	23.8	90.45	BD	324300
Bhavnagar	21.76287	72.15331	IN	605882
Bhawana	31.56884	72.64917	PK	373841
Bhayandar	19.30157	72.85107	IN	809378
Bhetia	22.79321	86.14098	IN	174355
Bhilai	21.20919	81.4285	IN	627734
Bhilwara	25.34707	74.64081	IN	359483
Bhimavaram	16.54078	81.52322	IN	146961
Bhind	26.56671	78.78728	IN	197585
Bhisho	-32.84721	27.44218	ZA	137287
Bhiwadi	28.21024	76.86056	IN	104921
Bhiwandi	19.30023	73.05881	IN	874032
Bhiwāni	28.79304	76.13968	IN	196057
Bhopal	23.25469	77.40289	IN	1798218
Bhubaneswar	20.27241	85.83385	IN	885363
Bhuj	23.25397	69.66928	IN	148834
Bhusawal	21.04365	75.78506	IN	187421
Bhāgalpur	25.24446	86.97183	IN	400146
Bhālswa Jahangirpur	28.73558	77.16682	IN	197148
Bhātpāra	22.86643	88.40113	IN	483129
Białołeka	52.32127	20.97204	PL	129106
Białystok	53.13333	23.16433	PL	295683
Bibirevo	55.88333	37.6	RU	159000
Bida	9.08044	6.0099	NG	400000
Bidar	17.90802	77.51524	IN	216020
Bielany	52.29242	20.93531	PL	131910
Bielefeld	52.03333	8.53333	DE	331906
Bielsko-Biala	49.82245	19.04686	PL	176515
Bihār Sharīf	25.20084	85.52389	IN	297268
Bijie	27.30193	105.28627	CN	1137383
Bikaner	28.01762	73.31495	IN	644406
Bila Tserkva	49.7994	30.1165	UA	207273
Bilbao	43.26271	-2.92528	ES	347342
Bilbeis	30.42039	31.56223	EG	185237
Bilimora	20.76957	72.96134	IN	510879
Billings	45.78329	-108.50069	US	117116
Bilqās	31.21452	31.35798	EG	137080
Bilāspur	22.08005	82.15543	IN	365579
Bima	-8.46006	118.72667	ID	165113
Bimbo	4.25671	18.41583	CF	348802
Binangonan	14.4646	121.1929	PH	219204
Bingöl	38.88472	40.49389	TR	128935
Binjai	3.6001	98.4854	ID	279302
Bintulu	3.16667	113.03333	MY	151617
Binzhou	37.36667	118.01667	CN	682717
Biratnagar	26.45505	87.27007	NP	244750
Birendranagar	28.59669	81.61658	NP	154886
Birgañj	27.01736	84.88047	NP	268273
Birigui	-21.28861	-50.34	BR	102277
Birkenhead	53.39337	-3.01479	GB	325264
Birmingham	52.48142	-1.89983	GB	1157603
Birmingham	33.52066	-86.80249	US	196357
Birnin Kebbi	12.45389	4.1975	NG	108164
Biryulëvo	55.58635	37.67781	RU	144000
Bishan	29.59491	106.22476	CN	204702
Bishkek	42.87	74.59	KG	900000
Bishoftu	8.75225	38.97846	ET	207400
Biskra	34.85038	5.72805	DZ	204661
Bissau	11.86357	-15.59767	GW	439704
Bitung	1.44059	125.12824	ID	225134
Biysk	52.53423	85.19661	RU	215430
Bizerte	37.27442	9.87391	TN	138430
Biên Hòa	10.94469	106.82432	VN	1272235
Biñan	14.34267	121.08071	PH	300000
Blackburn	53.75	-2.48333	GB	146521
Blackpool	53.81667	-3.05	GB	145007
Blagoveshchensk	50.27593	127.52637	RU	225091
Blantyre	-15.78499	35.00854	MW	902588
Blida	36.47004	2.8277	DZ	331779
Blitar	-8.0983	112.1681	ID	161204
Bloemfontein	-29.12107	26.214	ZA	556637
Blumenau	-26.91944	-49.06611	BR	361261
Bnei Brak	32.08074	34.8338	IL	214444
Bo	7.96472	-11.73833	SL	233684
Boa Vista	2.81972	-60.67333	BR	419652
Bobo-Dioulasso	11.18064	-4.29489	BF	904920
Bobruysk	53.14676	29.20548	BY	205502
Bochum	51.48165	7.21648	DE	385729
Bocoio	-12.47017	14.13688	AO	164685
Bogor	-6.59444	106.78917	ID	1078351
Bogorodskoye	55.81396	37.72117	RU	103000
Bogotá	4.60971	-74.08175	CO	7674366
Bogra	24.85098	89.37108	BD	210000
Bohuniya	50.27691	28.60962	UA	147324
Boise	43.6135	-116.20345	US	235684
Bojnūrd	37.47473	57.32903	IR	192041
Bokhtar	37.83654	68.77762	TJ	110800
Boksburg	-26.21197	28.25958	ZA	445168
Bokāro	23.66934	86.15161	IN	564319
Bole	44.89334	82.06993	CN	235585
Bologna	44.49381	11.33875	IT	394843
Bolton	53.58333	-2.43333	GB	141331
Bolu	40.73583	31.60611	TR	184682
Bolzano	46.49067	11.33982	IT	107436
Boma	-5.85098	13.05364	CD	297009
Bondoukou	8.0402	-2.80003	CI	141568
Bonn	50.73438	7.09549	DE	330579
Bonon	6.9268	-6.0489	CI	119938
Bontang	0.1324	117.4854	ID	194606
Borama	9.93611	43.18278	SO	597842
Bordeaux	44.84124	-0.58046	FR	265328
Bordj Bou Arreridj	36.07389	4.76139	DZ	158812
Bordj el Kiffan	36.74871	3.19249	DZ	123246
Borivli	19.23496	72.85976	IN	609617
Borough Park	40.63399	-73.99681	US	149248
Borshchahivka	50.4316	30.3899	UA	179900
Borāzjān	29.2699	51.2188	IR	110567
Borūjerd	33.8973	48.7516	IR	251958
Boshan	36.48333	117.83333	CN	153596
Bosque Saúde	-23.60926	-46.62304	BR	128469
Boston	42.35843	-71.05977	US	653833
Botad	22.16917	71.66671	IN	130327
Botshabelo	-29.26737	26.72595	ZA	309714
Bottrop	51.52392	6.9285	DE	119909
Botucatu	-22.88583	-48.445	BR	148130
Bou Saâda	35.20855	4.17402	DZ	111787
Bouaflé	6.99041	-5.7442	CI	104209
Bouaké	7.69385	-5.03031	CI	832371
Boulder	40.01499	-105.27055	US	106803
Boulogne-Billancourt	48.83545	2.24128	FR	108782
Bournemouth	50.72048	-1.8795	GB	163600
Bouskoura	33.44976	-7.65239	MA	112501
Boyeros	23.0072	-82.4017	CU	188593
Bozhou	33.87722	115.77028	CN	1409436
Bradford	53.79391	-1.75206	GB	366187
Braga	41.5514	-8.42311	PT	193324
Bragança	-1.05361	-46.76556	BR	123082
Bragança Paulista	-22.9527	-46.54418	BR	176811
Brahmapur	19.31151	84.7929	IN	356598
Brakpan	-26.23656	28.36938	ZA	305692
Brampton	43.68341	-79.76633	CA	656480
Brandon	27.9378	-82.28592	US	103483
Brantford	43.1334	-80.26636	CA	104688
Brasilandia	-23.44859	-46.68839	BR	243273
Brasília	-15.77972	-47.92972	BR	2207718
Brateyevo	55.63755	37.76438	RU	102000
Bratislava	48.14816	17.10674	SK	423737
Bratsk	56.1325	101.61417	RU	256600
Braunschweig	52.26594	10.52673	DE	244715
Brazzaville	-4.26613	15.28318	CG	1982000
Braşov	45.64861	25.60613	RO	253200
Breda	51.58656	4.77596	NL	184126
Bremen	53.07582	8.80717	DE	546501
Bremerhaven	53.55357	8.57553	DE	118610
Brent	51.55306	-0.3023	GB	329100
Brescia	45.53558	10.21472	IT	200423
Brest	52.10894	23.71749	BY	347138
Brest	48.39029	-4.48628	FR	144899
Breves	-1.68222	-50.48028	BR	106968
Bridgeport	41.17923	-73.18945	US	147629
Brighton	50.82838	-0.13947	GB	283870
Brisbane	-27.46794	153.02809	AU	2780063
Bristol	51.45523	-2.59665	GB	479024
Brits	-25.63473	27.78022	ZA	122497
Brno	49.19522	16.60796	CZ	379466
Broken Arrow	36.0526	-95.79082	US	106563
Brooklyn	40.6501	-73.94958	US	2736074
Brovary	50.51097	30.79106	UA	109806
Brownsville	25.90175	-97.49748	US	186738
Brugge	51.20892	3.22424	BE	118509
Brusque	-27.09795	-48.91281	BR	141385
Brussels	50.85045	4.34878	BE	1019022
Bryansk	53.27096	34.32143	RU	427236
Brāhmanbāria	23.97464	91.11228	BD	264326
Brăila	45.27152	27.97429	RO	154686
Bucaramanga	7.125	-73.11895	CO	581130
Bucharest	44.43225	26.10626	RO	1877155
Bucheon-si	37.49889	126.78306	KR	850731
Buda	47.5	19.03333	HU	510108
Budapest	47.49835	19.04045	HU	1741041
Budapest III. kerület	47.54157	19.04501	HU	123723
Budapest XI. kerület	47.47603	19.03605	HU	139049
Budapest XIII. kerület	47.52978	19.08068	HU	113531
Budaun	28.03811	79.12668	IN	161555
Budta	7.20417	124.43972	PH	1273715
Buea	4.15342	9.24231	CM	140533
Buenaventura	3.8801	-77.03116	CO	240387
Buenaventura	3.58333	-77.0	CO	432385
Buenavista	19.60833	-99.16944	MX	216776
Bueng Kum	13.78528	100.66958	TH	145830
Buenos Aires	-34.61315	-58.37723	AR	2891082
Buffalo	42.88645	-78.87837	US	258071
Buguma	4.73614	6.86236	NG	135404
Buhe	30.28757	112.22979	CN	106347
Bujumbura	-3.38193	29.36142	BI	769317
Bukama	-9.20443	25.85475	CD	105530
Bukavu	-2.49077	28.84281	CD	816811
Bukhara	39.77026	64.43069	UZ	280187
Bukit Batok New Town	1.35903	103.76368	SG	158030
Bukit Bintang	3.14657	101.71023	MY	120529
Bukit Jalil	3.04913	101.68036	MY	200000
Bukit Merah Estate	1.28417	103.82306	SG	151250
Bukit Mertajam	5.36301	100.4667	MY	212329
Bukit Panjang New Town	1.37972	103.76472	SG	138050
Bukit Rahman Putra	3.21727	101.5608	MY	607000
Bukittinggi	-0.30907	100.37055	ID	121028
Bukoba	-1.33167	31.81222	TZ	144938
Bulandshahr	28.40392	77.85773	IN	198612
Bulaon	15.08262	120.66288	PH	131818
Bulawayo	-20.15	28.58333	ZW	665952
Bumba	2.18771	22.46827	CD	154586
Bunamwaya	0.25344	32.55723	UG	413400
Bunda	-2.02153	33.87109	TZ	182970
Bunia	1.55941	30.25224	CD	399282
Bunkyo	35.5331	139.4217	JP	240069
Buraydah	26.32599	43.97497	SA	745353
Burayu	9.03528	38.66083	ET	101400
Burbank	34.18084	-118.30897	US	105319
Burewala	30.16667	72.65	PK	361664
Burgas	42.50651	27.46886	BG	210646
Burgos	42.34106	-3.70184	ES	176418
Burhānpur	21.30868	76.23026	IN	210886
Burlington	43.38621	-79.83713	CA	186948
Burnaby	49.26636	-122.95263	CA	249125
Burnley	53.8	-2.23333	GB	149422
Bursa	40.19559	29.06013	TR	3101833
Burton upon Trent	52.80728	-1.64263	GB	122199
Burāri	28.7557	77.19941	IN	146190
Busan	35.10168	129.03004	KR	3285147
Bushehr	28.96887	50.83657	IR	165377
Bushwick	40.69427	-73.91875	US	112620
Business Bay	25.18544	55.26969	AE	191000
Butanta	-23.5702	-46.72628	BR	123748
Butembo	0.14164	29.29117	CD	286242
Butterworth	5.3991	100.36382	MY	107591
Butuan	8.94917	125.54361	PH	309709
Butwāl	27.69121	83.45251	NP	195054
Buxar	25.57548	83.98043	IN	102861
Buzău	45.15	26.83333	RO	103481
Buôn Hồ	12.95226	108.2962	VN	127920
Buôn Ma Thuột	12.66747	108.03775	VN	434256
Bydgoszcz	53.1235	18.00762	PL	330038
Bytom	50.34802	18.93282	PL	189186
Béchar	31.61667	-2.21667	DZ	165241
Bégoua	4.45437	18.53475	CF	264067
Béjaïa	36.75587	5.08433	DZ	176139
Bình Thạnh	10.811	106.706	VN	552164
Bình Thủy	10.07431	105.73974	VN	113565
Büyükçekmece	41.02072	28.58502	TR	163140
Bābol	36.55102	52.6786	IR	202796
Bāli	22.64859	88.34115	IN	296973
Bālurghāt	25.22099	88.77732	IN	153279
Bānda	25.47758	80.33491	IN	152218
Bāndarban	22.19534	92.21946	BD	495272
Bāneh	35.9975	45.8853	IR	110218
Bānkura	23.23241	87.0716	IN	133966
Bānsbāria	22.95387	88.40098	IN	108474
Bānswāra	23.54109	74.4425	IN	101017
Bārākpur	22.76602	88.36336	IN	148174
Bārān	25.1	76.51667	IN	117992
Bārāsat	22.72154	88.48198	IN	298127
Bălţi	47.76291	27.92854	MD	125000
Bīrjand	32.86628	59.22114	IR	196982
Būkān	36.521	46.2089	IR	193501
Būndi	25.43855	75.63735	IN	104919
Būsh	29.14816	31.12733	EG	136441
Bạc Liêu	9.29414	105.72776	VN	156110
Bảo Lộc	11.54798	107.80772	VN	170920
Bắc Giang	21.27307	106.1946	VN	450000
Bắc Ninh	21.18608	106.07631	VN	287658
Bắc Quang	22.48333	104.86667	VN	118690
Bắc Từ Liêm	21.06532	105.74661	VN	340605
Bến Cát	11.15	106.6	VN	364578
Bến Tre	10.24147	106.37585	VN	124449
Bồ Đề	21.05618	105.86675	VN	120028
Cabanatuan City	15.48586	120.96648	PH	343672
Cabimas	10.39907	-71.45206	VE	351736
Cabinda	-5.56198	12.19476	AO	550000
Cabo Frio	-22.88717	-42.02622	BR	238166
Cabo San Lucas	22.89088	-109.91238	MX	202694
Cabo de Santo Agostinho	-8.28773	-35.02925	BR	216969
Cabudare	10.02658	-69.26203	VE	102686
Cabudwaaq	6.24585	46.2247	SO	120000
Cabuyao	14.2726	121.1262	PH	308745
Cachoeirinha	-29.95111	-51.09389	BR	136258
Cachoeirinha	-23.45442	-46.66209	BR	143366
Cachoeiro de Itapemirim	-20.84889	-41.11278	BR	187019
Cacuaco	-8.7798	13.37478	AO	146867
Cadiz	36.52672	-6.2891	ES	116979
Cadiz	10.9465	123.288	PH	129053
Caen	49.18585	-0.35912	FR	110624
Cagayan de Oro	8.48222	124.64722	PH	741617
Cagliari	39.23054	9.11917	IT	149257
Cagua	10.18634	-67.45935	VE	119033
Cai Lậy	10.4	106.11667	VN	143050
Caieiras	-23.36417	-46.74056	BR	102775
Cainta	14.5786	121.1222	PH	283172
Cairns	-16.92366	145.76613	AU	153075
Cairo	30.06263	31.24967	EG	9606916
Cajamarca	-7.16378	-78.50027	PE	201329
Calabar	4.95893	8.32695	NG	540000
Calabozo	8.92416	-67.42929	VE	168605
Calama	-22.45667	-68.92371	CL	166334
Calamba	14.21167	121.16528	PH	575046
Calasiao	16.0111	120.36	PH	100686
Calgary	51.05011	-114.08529	CA	1306784
Cali	3.43054	-76.5199	CO	2392877
Callao	-12.05162	-77.13452	PE	1226200
Caloocan	14.64953	120.96788	PH	1712945
Calumbo	-9.14692	13.41936	AO	652270
Calumpit	14.91639	120.76583	PH	122187
Cam Ranh	11.92144	109.15913	VN	146771
Camagüey	21.38083	-77.91694	CU	347562
Camama	-8.93611	13.26518	AO	667094
Camaragibe	-8.02167	-34.98111	BR	155771
Camayenne	9.535	-13.68778	GN	1871242
Camaçari	-12.6975	-38.32417	BR	188758
Cambridge	43.3601	-80.31269	CA	129920
Cambridge	52.2	0.11667	GB	145674
Cambridge	42.3751	-71.10561	US	110402
Cambé	-23.27583	-51.27833	BR	107208
Cametá	-2.24444	-49.49583	BR	134184
Campeche	19.84073	-90.51676	MX	220389
Campina Grande	-7.23056	-35.88111	BR	348936
Campinas	-22.90556	-47.06083	BR	1031554
Campo Grande	-20.44278	-54.64639	BR	906092
Campo Grande	-23.67463	-46.68751	BR	115925
Campo Largo	-25.45955	-49.53014	BR	136327
Campo Limpo	-23.63634	-46.76565	BR	236162
Campos dos Goytacazes	-21.75227	-41.33044	BR	483540
Canberra	-35.28346	149.12807	AU	367752
Cancún	21.17429	-86.84656	MX	888797
Candelaria	13.93111	121.42333	PH	137933
Cangaiba	-23.49696	-46.52045	BR	141172
Cangzhou	38.31124	116.85334	CN	527681
Canoas	-29.91778	-51.18361	BR	328291
Cao Lãnh	10.46017	105.63294	VN	211912
Cap-Haïtien	19.75938	-72.19815	HT	134815
Capao Redondo	-23.66877	-46.78051	BR	270767
Capas	15.33117	120.5898	PH	162724
Cape Coast	5.10535	-1.2466	GH	212426
Cape Coral	26.56285	-81.94953	US	175229
Cape Town	-33.92584	18.42322	ZA	4772846
Capiatá	-25.3552	-57.44545	PY	198553
Carabanchel	40.39094	-3.7242	ES	253678
Caracas	10.48801	-66.87919	VE	3000000
Caraguatatuba	-23.62028	-45.41306	BR	123389
Carapicuíba	-23.52272	-46.835	BR	386984
Cardiff	51.48	-3.18	GB	372089
Cariacica	-20.26389	-40.42	BR	353491
Carletonville	-26.36094	27.39767	ZA	182304
Carlsbad	33.15809	-117.35059	US	114746
Carmona	14.3132	121.0576	PH	112140
Carnot	4.94273	15.87735	CF	129032
Carolina	18.38078	-65.95739	PR	170404
Carora	10.17283	-70.081	VE	121741
Carrefour	18.53333	-72.4	HT	511345
Carrollton	32.95373	-96.89028	US	133168
Cartagena	10.39817	-75.49328	CO	914552
Cartagena	37.60197	-0.98397	ES	213943
Cartago	4.74639	-75.91167	CO	134972
Caruaru	-8.28333	-35.97611	BR	402290
Cary	35.79154	-78.78112	US	159769
Carúpano	10.66516	-63.25387	VE	167187
Casablanca	33.58831	-7.61138	MA	3665954
Cascavel	-24.95583	-53.45528	BR	257172
Castanhal	-1.29389	-47.92639	BR	192256
Castelar	-34.65142	-58.64074	AR	107786
Castelló de la Plana	39.98567	-0.04935	ES	171857
Catacamas	14.85114	-85.89412	HN	140548
Catalão	-18.16583	-47.94639	BR	114427
Catamarca	-28.46957	-65.78524	AR	159139
Catanduva	-21.13778	-48.97278	BR	115791
Catania	37.49223	15.07041	IT	311584
Catbalogan	11.77528	124.88611	PH	107896
Catchiungo	-12.56598	16.22589	AO	120677
Catia La Mar	10.60545	-67.03238	VE	106822
Caucaia	-3.73611	-38.65306	BR	355679
Cavite City	14.48369	120.89878	PH	115932
Caxias	-4.85889	-43.35611	BR	156973
Caxias do Sul	-29.16806	-51.17944	BR	381270
Cazenga	-8.83796	13.28399	AO	394170
Caála	-12.8525	15.56056	AO	130000
Cebu City	10.31672	123.89071	PH	965332
Cedar Rapids	42.00833	-91.64407	US	130405
Ceilândia	-15.8091	-48.13096	BR	287023
Celaya	20.52181	-100.81399	MX	340387
Centennial	39.57916	-104.87692	US	109741
Central Coast	-33.42979	151.37144	AU	346596
Centralniy	59.93111	30.36072	RU	214625
Centro Habana	23.13488	-82.36893	CU	158151
Centurion	-25.85891	28.18577	ZA	236580
Cergy-Pontoise	49.03894	2.07805	FR	183430
Cerro	23.10789	-82.38356	CU	132351
Chaeryŏng-ni	38.73583	125.23083	KP	125631
Chak Jhumra	31.56808	73.18317	PK	385169
Chakwal	32.93286	72.85394	PK	101200
Chakwama	11.55965	9.66407	NG	200000
Chalco	19.26174	-98.89775	MX	168720
Chaman	30.91769	66.45259	PK	130139
Chamartín	40.46206	-3.6766	ES	140000
Chamberí	40.43404	-3.70379	ES	145934
Chandannagar	22.86225	88.36796	IN	180623
Chandigarh	30.73629	76.7884	IN	970602
Chandler	33.30616	-111.84125	US	260828
Chanduasi	28.45178	78.78277	IN	112635
Chang-hua	24.07327	120.56276	TW	226564
Changam-ch’on	40.60611	128.78194	KP	207299
Changchun	43.88	125.32278	CN	4714996
Changde	29.03205	111.69844	CN	1457419
Changhua	24.0692	120.5512	TW	226564
Changji	44.00782	87.30461	CN	198776
Changle	36.70583	118.8275	CN	259161
Changning	31.21739	121.42105	CN	694900
Changsha	22.38124	112.68492	CN	688242
Changsha	28.19874	112.97087	CN	3093980
Changshu	31.64615	120.74221	CN	1677050
Changwon	35.22806	128.68111	KR	1025702
Changyi	36.85361	119.39083	CN	302072
Changyuan	29.40499	105.58827	CN	186653
Changzheng	31.23913	121.36779	CN	229925
Changzhi	36.18389	113.10528	CN	1214940
Changzhi	35.20889	111.73861	CN	699514
Changzhou	31.77359	119.95401	CN	3290918
Chaohu	31.6	117.86667	CN	138463
Chaoyang	41.57028	120.45861	CN	410005
Chaozhou	23.65396	116.62262	CN	1750945
Chapecó	-27.09639	-52.61833	BR	160157
Charallave	10.24247	-66.85723	VE	129182
Charleroi	50.41136	4.44448	BE	200132
Charleston	32.77632	-79.93275	US	132609
Charlotte	35.22709	-80.84313	US	911311
Charlottenburg	52.51667	13.28333	DE	129359
Charsadda	34.14822	71.7406	PK	120170
Chas	23.63556	86.16712	IN	141640
Chattanooga	35.04563	-85.30968	US	181099
Chattogram	22.3384	91.83168	BD	3920222
Chatuchak	13.82895	100.55931	TH	160906
Cheboksary	56.13218	47.246	RU	492331
Chelmsford	51.73575	0.46958	GB	111511
Cheltenham	51.90006	-2.07972	GB	118836
Chelyabinsk	55.1611	61.42877	RU	1202371
Chemnitz	50.8357	12.92922	DE	247220
Chengde	40.9519	117.95883	CN	449325
Chengdu	30.66667	104.06667	CN	13568357
Chenggu	33.14917	107.32583	CN	116375
Chenghua	23.46132	116.77007	CN	152453
Chengqiao	31.63082	121.39252	CN	113442
Chengtangcun	35.08357	117.19071	CN	105456
Chengzhong	30.94454	113.55284	CN	265886
Chennai	13.08784	80.27847	IN	4681087
Chenzhou	25.8	113.03333	CN	822534
Cheonan	36.8065	127.1522	KR	658831
Cheongju-si	36.63722	127.48972	KR	852147
Cheras	3.108	101.726	MY	135823
Cheremushky	46.43251	30.71151	UA	120000
Cherepovets	59.13333	37.9	RU	315738
Cherkasy	49.44452	32.05738	UA	269836
Cherkessk	44.22375	42.04624	RU	122395
Chernihiv	51.50541	31.28656	UA	282747
Chernivtsi	48.29045	25.93241	UA	264298
Chertanovo Yuzhnoye	55.59072	37.59519	RU	142000
Cherëmushki	55.66473	37.56135	RU	106587
Chesapeake	36.81904	-76.27494	US	235429
Chesterfield	53.25	-1.41667	GB	113057
Chetumal	18.51957	-88.30397	MX	169028
Chhatarpur	24.9177	79.58871	IN	142128
Chhindwāra	22.05697	78.93958	IN	175052
Chiang Mai	18.79038	98.98468	TH	127240
Chiayi City	23.47917	120.44889	TW	263188
Chiba	35.6	140.11667	JP	979768
Chicago	41.85003	-87.65005	US	2664452
Chichawatni	30.5301	72.69155	PK	112191
Chichicastenango	14.94333	-91.11116	GT	141567
Chiclayo	-6.77008	-79.85495	PE	609400
Chico	39.72849	-121.83748	US	121345
Chicoloapan	19.41687	-98.90202	MX	172919
Chifeng	42.26833	118.96361	CN	346654
Chigasaki	35.33638	139.40434	JP	242798
Chihuahua	28.63528	-106.08889	MX	925762
Chikmagalūr	13.32231	75.774	IN	121484
Chikusei	36.316	139.98238	JP	100753
Chikushino-shi	33.49631	130.5156	JP	103311
Chilakalūrupet	16.08987	80.16705	IN	101398
Chilanzar	41.28194	69.18111	UZ	260700
Chililabombwe	-12.36475	27.82286	ZM	113876
Chilliwack	49.16638	-121.95257	CA	101491
Chillán	-36.60664	-72.10344	CL	150396
Chilpancingo	17.55228	-99.50124	MX	187251
Chimbote	-9.07508	-78.59373	PE	316966
Chimoio	-19.11639	33.48333	MZ	422046
Chinandega	12.62951	-87.13133	NI	126387
Chinatown	37.7966	-122.40858	US	100574
Chinautla	14.70289	-90.49983	GT	104972
Chincha Alta	-13.40985	-76.13235	PE	153076
Chingola	-12.52897	27.88382	ZM	256560
Chiniot	31.72091	72.97836	PK	318165
Chinju	35.19278	128.08472	KR	307242
Chipata	-13.63333	32.65	ZM	327059
Chiquimula	14.8009	-89.54641	GT	111505
Chirchiq	41.46889	69.58222	UZ	162800
Chirmiri	23.19073	82.35314	IN	100800
Chishtian	29.79713	72.85772	PK	149939
Chisinau	47.00902	28.85938	MD	635994
Chita	52.04311	113.49171	RU	349005
Chitato	-7.3	20.73333	AO	246880
Chitradurga	14.22262	76.40038	IN	145853
Chittoor	13.21055	79.0956	IN	160722
Chittorgarh	24.88963	74.62403	IN	116406
Chitungwiza	-18.01274	31.07555	ZW	371246
Chizhou	30.66134	117.47783	CN	615274
Chlef	36.16525	1.33452	DZ	178616
Choa Chu Kang New Town	1.3825	103.74972	SG	187550
Choloma	15.61444	-87.95302	HN	139100
Cholula	19.06406	-98.30352	MX	292881
Chom Thong	13.67717	100.48407	TH	158005
Chon Buri	13.3622	100.98345	TH	219164
Chongjin	41.79556	129.77583	KP	327000
Chongming	31.61852	121.69621	CN	637921
Chongqing	29.56026	106.55771	CN	7457599
Chongzuo	22.38161	107.3683	CN	384905
Chorzów	50.30582	18.9742	PL	113430
Christchurch	-43.53333	172.63333	NZ	419200
Chula Vista	32.64005	-117.0842	US	265757
Chumakivskyi	47.95671	37.94194	UA	103005
Chuncheon	37.87472	127.73417	KR	284855
Chunga	-15.31737	28.26868	ZM	115539
Chungju	36.97666	127.9287	KR	209483
Chunian	30.96621	73.97908	PK	634236
Chust	41.00329	71.23791	UZ	100200
Chuxiong	25.03639	101.54556	CN	555081
Chuzhou	32.32194	118.29778	CN	782671
Chéngguān Qū	29.63842	91.04441	CN	478275
Chí Linh	21.06667	106.31667	VN	220421
Chía	4.85876	-74.05866	CO	124309
Chóngfú	30.53113	120.4309	CN	112060
Chālūs	36.655	51.4204	IR	107490
Chānda	19.95076	79.29523	IN	328351
Chāndpur	23.22714	90.65433	BD	203000
Chāpra	25.78031	84.74709	IN	202352
Chōfu	35.65924	139.54837	JP	242614
Chũ	21.37379	106.56649	VN	127881
Chūru	28.30415	74.96718	IN	120157
Chūō	35.67004	139.77544	JP	169179
Chơn Thành	11.42821	106.63536	VN	121083
Chợ Lớn	10.75	106.65	VN	561000
Ch’ŏngdan-ŭp	37.97028	125.9375	KP	142607
Ciamis	-7.3257	108.3534	ID	109839
Ciampea	-6.55472	106.70083	ID	207212
Cianjur	-6.82222	107.13944	ID	174587
Cibinong	-6.48167	106.85417	ID	363424
Cidade Ademar	-23.67379	-46.65681	BR	249218
Cidade Dutra	-23.72576	-46.7024	BR	182459
